"pwgtp","puma","region","county","socp","occupation","occ_type","year","agep","wagp"
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2016,61,144000
18,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2016,42,56000
6,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2016,54,148000
7,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,61,55000
16,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,65,65000
8,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,46,78000
14,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","514041","Machinists","Green",2016,32,30000
22,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","514041","Machinists","Green",2016,38,35000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2016,59,89000
24,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,61,17000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2016,56,205000
8,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,62,6000
20,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172141","Mechanical Engineers","Fossil Fuel",2016,65,72000
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2016,59,125000
7,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,26,24000
20,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,58,60000
14,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2016,29,3000
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,59,70000
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2016,75,0
7,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","113051","Industrial Production Managers","Green",2016,61,33300
15,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,67,0
26,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,44,80000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172051","Civil Engineers","Green",2016,39,250000
20,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2016,62,108000
12,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2016,42,65000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172141","Mechanical Engineers","Fossil Fuel",2016,69,98000
26,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","4750YY","Derrick, Rotary Drill, And Service Unit Operators, And Roustabouts, Oil And Gas","Fossil Fuel",2016,40,28000
27,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","119041","Architectural And Engineering Managers","Green",2016,42,2e+05
16,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","172051","Civil Engineers","Green",2016,57,85000
21,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","518090","Miscellaneous Plant And System Operators","Green",2016,66,0
19,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,59,25000
12,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,59,2e+05
13,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,59,24000
13,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2016,31,1800
16,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2016,25,54000
13,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2016,26,80000
26,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","475040","Underground Mining Machine Operators","Fossil Fuel",2016,64,55000
3,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,45,55000
31,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2016,53,50000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2016,58,107000
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","113071","Transportation, Storage, And Distribution Managers","Green",2016,32,29000
9,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172141","Mechanical Engineers","Fossil Fuel",2016,56,2e+05
83,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,55,56000
55,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2016,54,80000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172141","Mechanical Engineers","Fossil Fuel",2016,30,79000
22,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2016,21,8000
25,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers","Fossil Fuel",2016,19,4000
47,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2016,45,30000
10,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,51,66000
23,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,59,0
22,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2016,62,83000
22,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,46,0
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,56,455000
11,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","518090","Miscellaneous Plant And System Operators","Green",2016,71,0
6,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2016,69,45000
21,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1721XX","Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers","Green",2016,63,90000
21,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2016,55,86000
73,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2016,25,20000
16,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2016,54,84000
30,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,51,90000
13,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172051","Civil Engineers","Green",2016,59,1e+05
18,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2016,62,0
17,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","172051","Civil Engineers","Green",2016,37,86000
21,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2016,57,0
10,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721XX","Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers","Green",2016,81,0
20,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2016,37,77000
14,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,45,46600
25,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,47,47000
17,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2016,46,180000
24,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2016,19,1700
16,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,64,30000
91,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,23,18000
10,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,53,70000
15,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2016,28,60000
12,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,68,13000
12,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,66,140000
7,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2016,58,1e+05
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172051","Civil Engineers","Green",2016,55,130000
35,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2016,47,140000
11,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","113071","Transportation, Storage, And Distribution Managers","Green",2016,89,0
12,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172141","Mechanical Engineers","Fossil Fuel",2016,56,81000
49,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2016,56,40000
19,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,48,75000
12,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,41,70000
24,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers","Fossil Fuel",2016,64,115000
26,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2016,62,0
21,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2016,62,1e+05
26,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2016,27,90000
12,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","113071","Transportation, Storage, And Distribution Managers","Green",2016,25,37600
20,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2016,38,105000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172141","Mechanical Engineers","Fossil Fuel",2016,55,30000
17,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2016,61,130000
